ip,time,expired,referrer_url,click_state,t1,t2,t3,conv,conv2,conv3
132.147.8.9,2018-01-08 02:03:27,,"http://api.jobadx.com/aclk?ai=d4a1072e-8768-403d-9394-04ea53eb6f6b&utoken=SJJb4sSMz&vistoken=ca23e3bf-b53e-4e23-83ba-9bca9063596d",FL,,,,,,
108.45.63.80,2018-01-08 02:05:55,,"http://api.jobadx.com/aclk?ai=cd1620ff-d72f-48eb-97b9-771fe4e93fd2&utoken=7481e974-c36f-4c34-9519-17c870d59852&vistoken=cc1d2fd5-96c4-4d4f-ae4b-5a51a7bcc251",VA,,,,,,
97.85.4.36,2018-01-08 02:07:26,,"http://api.jobadx.com/aclk?ai=c5f3625d-64ee-4d93-8e82-ba8108c5eb34&utoken=bb8af476-d11a-4d91-a520-54c6805c5f05&vistoken=7f7a49c7-9f6f-47d3-9cd3-f5b8dd270ad7",MI,,,,,,
108.45.63.80,2018-01-08 02:10:57,,"http://api.jobadx.com/aclk?ai=7fa85f5d-b248-4b6a-92e0-4c06a34cbc52&utoken=7481e974-c36f-4c34-9519-17c870d59852&vistoken=a492f46b-dfd9-410f-9143-01d4b8461982",VA,,,,,,
72.176.106.190,2018-01-08 02:30:02,,"http://api.jobadx.com/aclk?ai=3a8f9531-b1e6-4a90-8de1-e3dff61a5ea8&utoken=9b4841b6-e2a8-426a-b93f-5d128f5aa5a5&vistoken=cd79886f-22df-467e-9876-a452eb24f740",TX,,,,,,
75.170.57.64,2018-01-08 02:32:24,,"http://api.jobadx.com/aclk?ai=bce8314a-aecd-4b77-989b-c908d0f8a10d&utoken=fdfc0048-899f-4759-896e-7c1fad3d1860&vistoken=b45bb1ff-f8a2-4e98-98ce-0940a143a722",OR,,,,,,
172.58.38.253,2018-01-08 02:46:27,,"http://api.jobadx.com/aclk?ai=62028227-845a-45a3-ab0b-7e0aad9d70c9&utoken=b95e04c8-2eea-4754-b2c3-eeaa2854e1d5&vistoken=a14d8102-a126-4cd2-a3e8-cadfbf6c1d10",CA,,,,,,
32.212.173.21,2018-01-08 03:04:02,,"http://api.jobadx.com/aclk?ai=08ab5d95-61bd-40e4-ae1d-2afacb1debf3&utoken=fbaf8ea2-5343-4d60-b705-5a9b9a0d8027&vistoken=491bd27e-8a70-4198-94e7-29c5e4d55edf",CT,,,,,,
66.87.131.147,2018-01-08 04:00:21,,"http://api.jobadx.com/aclk?ai=15998f12-06a2-485d-8eb2-f6f469ccb592&utoken=5015487c-137d-486d-8236-c1c1a2db0154&vistoken=6acffbcb-b2ec-443a-8008-d892506d8bc4",CA,,,,,,
73.120.110.152,2018-01-08 04:23:54,,"http://api.jobadx.com/aclk?ai=e7cd76a2-a6ad-4b24-9c00-0fa4010b2142&utoken=944a7b6b-0f9a-4d63-b58c-cf99fdd78b23&vistoken=78bef2fe-1692-48bc-b015-521edc7de1d3",TN,,,,,,
24.127.17.209,2018-01-08 05:03:28,,"http://api.jobadx.com/aclk?ai=447a95f3-b29c-4de7-b520-b74bc2da2172&utoken=2d2ae961-2af8-4345-803c-b8a4dfa34b33&vistoken=cac7ecb6-2ca5-42e1-b9cc-73324cc6709f",MI,,,,,,
76.189.64.194,2018-01-08 05:56:15,,"http://api.jobadx.com/aclk?ai=63202d63-a35a-41d0-b68a-a960dd2fda00&utoken=49386235-0d6a-4ea7-8e1d-9b8e713471ce&vistoken=7e46a645-6468-414e-a0a7-741615cddc20",OH,,,,,,
69.109.30.139,2018-01-08 06:41:38,,"http://api.jobadx.com/aclk?ai=887532a9-6287-473b-8aa5-82e8ec980681&utoken=36258658-d602-40dc-a8aa-74d33d7a4c57&vistoken=1acbb041-fcd7-4a39-bb96-6c4dcb142091",NV,,,,,,
69.76.166.211,2018-01-08 06:41:48,,"http://api.jobadx.com/aclk?ai=6e31c63d-3b41-4706-b661-c508a4d401e0&utoken=5e3a5fd2-2359-4c6e-b3e7-64de9ac8df62&vistoken=7408cd9d-ffea-4c6c-bf1c-6c0862700c5a",MO,,,,,,
67.171.215.32,2018-01-08 07:10:25,,"http://api.jobadx.com/aclk?ai=b91ad521-8997-4fe0-b185-aed85de024c6&utoken=e0c7197f-9ed2-405b-a2db-b6270f9c9213&vistoken=c20a8288-e8f6-459e-a2da-0c08064e0679",OR,,,,,,
99.203.17.187,2018-01-08 07:26:21,,"http://api.jobadx.com/aclk?ai=0971ed1d-cf48-4e97-8e85-27af64e1de04&utoken=7eede088-3eed-4fb4-b76d-d4e190dfb17f&vistoken=1d9fe6b3-9011-43e3-b185-7e16756a4fa9",TX,,,,,,
23.121.196.42,2018-01-08 07:34:21,,"http://api.jobadx.com/aclk?ai=56828e10-c9a8-4e82-b69e-c758cd32d53c&utoken=Skg7SqrGz&vistoken=d0c4279e-8bd0-4d3f-ac3a-7e399f5c9f6d",FL,,,,,,
75.17.244.218,2018-01-08 07:39:05,,"http://api.jobadx.com/aclk?ai=8256a0b1-4712-4ce6-b2ee-68a9aea75d54&utoken=HyAz1RLZG&vistoken=5b50e86f-f43d-4e71-9ace-22a130742247",TX,,,,,,
172.58.171.19,2018-01-08 07:47:22,,"http://api.jobadx.com/aclk?ai=6e7670e2-d041-4566-ad26-fe4dbe2dc1a5&utoken=d3b87ddc-5c88-4464-b03b-6d558e104830&vistoken=5b04d07c-af5e-456c-8b6b-7e00cbaf0835",FL,,,,,,
23.118.241.113,2018-01-08 07:53:35,,"http://api.jobadx.com/aclk?ai=372caf3c-8af2-4f57-8039-ee7fb56aaebb&utoken=BkIRWx0WG&vistoken=1f626177-dfb7-4ecf-a07e-e5aabc19f5e3",FL,,,,,,
108.234.66.191,2018-01-08 08:11:00,,"http://api.jobadx.com/aclk?ai=91db6526-28a3-4835-afb8-b843d8458b9e&utoken=ffdcd85b-875c-4408-9412-5af21ca02338&vistoken=c93856b3-4dd9-4818-b500-148778b46ccc",FL,,,,,,
174.199.32.102,2018-01-08 08:19:38,,"http://api.jobadx.com/aclk?ai=5831eb1d-79fc-4e75-a4de-d1e2d6be017c&utoken=fd0ea95e-b185-4299-a9b8-c71221f13a99&vistoken=fd87f8da-8588-4acb-ac9d-3c674de3567a",CT,,,,,,
174.205.10.27,2018-01-08 08:26:30,,"http://api.jobadx.com/aclk?ai=98e8b762-91c1-4443-9d7e-490f23b995d2&utoken=fc63e1e4-9ef8-4af9-879c-9150c54be0b0&vistoken=df2cbf86-1e01-402d-b11c-3010d02a2cbd",MD,,,,,,
24.168.27.58,2018-01-08 08:37:44,,"http://api.jobadx.com/aclk?ai=84bae73b-4246-433d-a1e8-bd08130955c6&utoken=BJLQ1iHZz&vistoken=b882f560-69be-4e82-8b59-2f71bb7a2646",NY,,,,,,
70.192.69.177,2018-01-08 08:43:53,,"http://api.jobadx.com/aclk?ai=8da9c2b1-0b82-4ca2-a975-7c6dc78eb004&utoken=6a61c4dd-7229-4d35-9965-4e80f1f87d0e&vistoken=21dd6e9f-a1d7-4ed1-8b58-e15423437813",NJ,,,,,,
76.236.2.55,2018-01-08 08:46:07,,"http://api.jobadx.com/aclk?ai=30f74a3e-36b9-4752-ab91-c8aba99e151f&utoken=d59b11ef-89c5-404d-8d28-55a86edb010f&vistoken=b3951769-4053-4d73-a491-d50b66d9598e",MI,,,,,,
73.228.19.95,2018-01-08 09:14:16,,"http://api.jobadx.com/aclk?ai=073d7902-f907-4b58-a469-28f895b2ecba&utoken=a2354235-9f75-4495-b5c1-6ef251e717c5&vistoken=d70c9b0f-776e-4551-ad61-063aaf1e41b2",NM,,,,,,
174.232.134.10,2018-01-08 09:19:21,,"http://api.jobadx.com/aclk?ai=e3529caf-c1ff-40da-bb51-de5d80186d68&utoken=fa3c227e-1fca-4a1c-9e0b-85f5acb80a41&vistoken=e4d82fc8-1f8d-4a9f-9b34-d99d221effc8",OH,,,,,,
66.87.73.113,2018-01-08 09:27:03,,"http://api.jobadx.com/aclk?ai=c30dbd50-7e76-4197-94ab-230f83292b03&utoken=df95474f-f7f4-4c81-bba1-363aafc51a7d&vistoken=d445b169-8d7b-4271-823b-dc3bbfa97a2a",MO,,,,,,
74.45.33.123,2018-01-08 09:39:25,,"http://api.jobadx.com/aclk?ai=0412f8d5-f22e-4c02-a870-6d88027fa19b&utoken=36e1926e-4bcc-4d4b-8a46-2a0101cc14e0&vistoken=be722d3a-fcbf-4903-8911-fda58a2e371b",NV,,,,,,
74.45.33.123,2018-01-08 09:42:15,,"http://api.jobadx.com/aclk?ai=a4b3f086-4f2c-424a-bca1-66cffdf7fb7a&utoken=36e1926e-4bcc-4d4b-8a46-2a0101cc14e0&vistoken=a6aaac90-d355-48b0-897b-7e25bd1242f1",NV,,,,,,
67.86.5.129,2018-01-08 09:47:18,,"http://api.jobadx.com/aclk?ai=f8514b10-29d6-46f4-b8ae-7438a3560df2&utoken=646c94e0-821b-40eb-853b-6fc79a79c602&vistoken=4adc6a96-6b00-46e5-9ea1-1c57fe9ed35f",CT,,,,,,
73.204.75.61,2018-01-08 09:54:59,,"http://api.jobadx.com/aclk?ai=4c13d207-13da-44eb-9c02-214edad23889&utoken=79d79e7e-a75b-4772-b422-93999f3a9e12&vistoken=a61a375b-a5e6-4b65-80ac-89fa8e116842",FL,,,,,2018-01-08 09:55:28,
71.162.179.112,2018-01-08 10:10:37,,"http://api.jobadx.com/aclk?ai=af400366-b387-4271-9ada-680cab43f020&utoken=34c5c66d-ae44-43d7-8d18-f7b3ab9b583f&vistoken=9a6ebae2-7963-4e56-937f-dd9417ec9485",PA,,,,,,
99.92.160.170,2018-01-08 10:27:01,,"http://api.jobadx.com/aclk?ai=29e26161-ffb8-4159-9abe-5324c73b4265&utoken=0154223d-5058-4b73-82a7-62e1a1d65edd&vistoken=ce72c4ef-ad5b-496e-87f7-37a962070f74",WI,,,,,,
24.170.240.32,2018-01-08 10:28:27,,"http://api.jobadx.com/aclk?ai=0206d72f-980d-4990-863e-aca1fd5b4d06&utoken=0c0684e8-4603-4ecc-ba25-b6740dfb1535&vistoken=eb88894e-7841-4089-b56b-79327e7f4f5e",MD,,,,,,
184.90.48.48,2018-01-08 10:38:18,,"http://api.jobadx.com/aclk?ai=758aa0db-9998-4943-9a1c-cf7a417d630b&utoken=43498bef-1244-4c5c-b230-a63566e140ad&vistoken=e5deb0ee-053b-40c8-8f21-7995d32871c9",FL,,,,,2018-01-08 10:39:58,
66.83.2.142,2018-01-08 11:11:38,,"http://api.jobadx.com/aclk?ai=996a1bef-3c5a-41d1-a2ee-02f25e8915eb&utoken=826849d6-c79a-4a81-8ffd-99159d62800d&vistoken=018ad8bb-48f7-4341-82f6-0d869ebbec4c",GA,,,,,,
23.252.159.59,2018-01-08 11:28:58,,"http://api.jobadx.com/aclk?ai=e40024dd-119c-4c1e-b200-15cb13e8c0b3&utoken=BJlWHVwbM&vistoken=47c48fac-7e10-440e-bd84-d4e4162fa146",IA,,,,,,
69.248.58.211,2018-01-08 11:41:20,,"http://api.jobadx.com/aclk?ai=9598008e-9417-49bc-9c3c-35968038d973&utoken=d0c19b98-ba06-498d-9292-d8292d9c9877&vistoken=6e9a954e-db85-4e10-af71-b587946643cb",NJ,,,,,,
96.31.22.50,2018-01-08 11:46:17,,"http://api.jobadx.com/aclk?ai=d33306ef-39b5-474f-98cf-36ae7b6b4f06&utoken=9a5ec7f8-c648-45a6-86fb-17b4c2acb7ed&vistoken=15a9e202-bb33-4edf-bd80-f6baefa20757",IA,,,,,,
98.115.46.23,2018-01-08 12:09:33,,"http://api.jobadx.com/aclk?ai=2061b025-e852-4e64-a4fd-5c957ec7d6e9&utoken=07e3ec9c-7dcd-4c0f-9ba5-440e9e3ef4aa&vistoken=a73e5aa4-b9d2-4713-93ee-0dba5e4a4297",PA,,,,,,
68.99.178.32,2018-01-08 12:25:29,,"http://api.jobadx.com/aclk?ai=bf598cc1-ed1d-4641-8e6e-fb7d17472a77&utoken=0295c84a-98f2-4f6e-bf7f-ffcd0dcbf417&vistoken=9c1949c2-f00f-424a-a044-1628aa629bb5",CA,,,,,,
172.58.72.66,2018-01-08 12:32:39,,"http://api.jobadx.com/aclk?ai=f3d69535-b5f4-4c77-a448-05816be0f0e9&utoken=d7a5d373-6bba-4686-bd2a-2ccc533ca2c9&vistoken=16f0c088-7be1-47c2-b3a4-2c566c16a81c",NV,,,,,2018-01-08 12:34:22,
24.33.75.198,2018-01-08 12:46:35,,"http://api.jobadx.com/aclk?ai=32dea552-fd55-4e7c-b32c-2183d26ff716&utoken=2a72d2d4-9f00-4d4a-ad2a-9c8bffbe4e17&vistoken=46705f93-617b-46be-bd20-c6f8a6eb0d22",OH,,,,,,
73.4.73.55,2018-01-08 12:53:35,,"http://api.jobadx.com/aclk?ai=cdde533d-7730-4948-be77-4d8cb70f50b6&utoken=d59b21a4-9e1c-42a4-9f80-54ac4653cf06&vistoken=897d2603-3d1f-4f6a-87fe-92b2f716e0df",CT,,,,,2018-01-08 12:55:38,
76.3.192.58,2018-01-08 12:56:17,,"http://api.jobadx.com/aclk?ai=bfe955ef-b0e6-42e8-b3bb-f384c5f524d3&utoken=21c3ba21-1f65-41f4-969b-3bb3a7d4c55b&vistoken=f27f2408-47fd-4fd5-af34-7bff05b453ab",NC,,,,,,
24.234.69.96,2018-01-08 12:57:16,,"http://api.jobadx.com/aclk?ai=932b2b6a-1c64-4d4e-b6e9-4ba988ef04d6&utoken=f577ecc8-f0f6-4da1-8402-d026e59b8243&vistoken=5298fccf-4571-493b-b643-a5c691438d55",NV,,,,,,
173.18.53.230,2018-01-08 12:58:36,,"http://api.jobadx.com/aclk?ai=88ba3dca-abc4-4b86-a9e1-b27a86b02f07&utoken=a7dc797f-91b6-4094-8d3a-36c3864ee1b8&vistoken=2032eb9f-0841-47ed-9dad-b6a7bb7f29ff",IA,,,,,,
204.169.244.211,2018-01-08 13:22:26,,"http://api.jobadx.com/aclk?ai=745b31df-44c7-44a5-b98f-a4dc5b54ac7c&utoken=BJHI72SZM&vistoken=76ff7e8f-34a9-4cb4-9b84-f8facae00a6f",OH,,,,,,
72.200.124.230,2018-01-08 13:24:15,,"http://api.jobadx.com/aclk?ai=36048d21-cc8c-42fe-803a-82260f528c1b&utoken=caadeaf7-d77b-46de-80b5-a1ded485908c&vistoken=7cc6d661-c79c-448a-974c-99598b8d3a8c",AZ,,,,,,
99.118.162.6,2018-01-08 13:24:58,,"http://api.jobadx.com/aclk?ai=c40b61ef-d997-403a-800a-f637293529ca&utoken=acc8f16c-45b6-4937-b95c-f1732b3838da&vistoken=84d87dda-fa4b-4669-ab1a-f05514a732ec",MO,,,,,,
76.5.132.77,2018-01-08 13:36:03,,"http://api.jobadx.com/aclk?ai=0bc37912-b66f-4505-8325-7cd5f27b448b&utoken=b5977057-0e59-4353-ae56-0a409707b6c0&vistoken=e321e0b9-ae0c-499f-ad06-61e42ea84c29",VA,,,,,,
76.241.51.110,2018-01-08 13:36:20,,"http://api.jobadx.com/aclk?ai=20b8cb53-7762-417b-9bed-2ba522049191&utoken=bed1ce34-43fe-4e78-bcbf-dedc29b643a2&vistoken=36969f9b-0fc1-4c16-a29c-0c287171b54b",MO,,,,,,
97.91.145.210,2018-01-08 13:36:23,,"http://api.jobadx.com/aclk?ai=551a84ea-beed-4f8d-a993-b523e5c7afdf&utoken=e81a6a57-841c-426a-a551-cd795843a1af&vistoken=32420c59-8b8d-453f-a409-a303ceb8c7a0",MO,,,,,,
108.86.140.180,2018-01-08 13:39:21,,"http://api.jobadx.com/aclk?ai=a4a51ca5-4e75-4a2a-83bc-255e0a99b6e5&utoken=0737f27d-52b0-4e38-8727-c9bf4b1c8139&vistoken=9742021e-8187-4b90-932b-a9e6267f4d29",IL,,,,,,
2607:fb90:90be:e841:0:47:b694:d001,2018-01-08 13:46:02,,"http://api.jobadx.com/aclk?ai=a63a86e0-f8af-4b8a-89ff-fe8ab4e4d68c&utoken=8626d76d-6573-4de2-82c0-8bd73fecc17f&vistoken=a86551d3-fae2-452a-901f-0d185b390033",,,,,,,
108.195.84.246,2018-01-08 13:50:00,,"http://api.jobadx.com/aclk?ai=ee2b31e6-b92e-4855-982d-e5fb77e49d54&utoken=9cab4fb9-feb2-45eb-85ef-e461fd4a93fd&vistoken=c8461b79-6dc6-40ad-a961-3f24f1034c5d",CA,,,,,,
107.77.83.94,2018-01-08 14:23:53,,"http://api.jobadx.com/aclk?ai=d5c18932-d6af-48a2-9fcd-259724fd518e&utoken=ab4bf0fd-29dd-48b4-bc07-f8625137fbb7&vistoken=eced3816-aa92-4b40-a6ed-b852319ec789",,,,,,,
73.158.211.80,2018-01-08 14:25:57,,"http://api.jobadx.com/aclk?ai=573e478b-c2c4-4cc8-9440-e696306dd717&utoken=rkaJwsrMG&vistoken=b8aa169b-28d8-4e53-8f2e-5ed8df9547e5",CA,,,,,,
174.194.4.100,2018-01-08 14:28:17,,"http://api.jobadx.com/aclk?ai=9de076dd-76be-43a7-9d5a-081380514e7a&utoken=c1283d15-471d-4ceb-a18e-23604fc68ecb&vistoken=231041a5-4c8c-4516-97a1-b7096a1e6413",NC,,,,,,
107.205.7.57,2018-01-08 15:04:34,,"http://api.jobadx.com/aclk?ai=b68e708c-d593-476b-bda3-ee6b650acd54&utoken=da46c678-8812-416f-b846-e21f8776d705&vistoken=8ff1e601-ac7d-43bb-a56f-325ad63368e6",GA,,,,,,
108.216.34.123,2018-01-08 15:04:45,,"http://api.jobadx.com/aclk?ai=ab52a4b8-a972-4bab-9094-0046a5878556&utoken=Bkpg5ilMf&vistoken=cab1b267-f191-4ebb-baf2-e26dd24effb0",MS,,,,,,
65.186.201.206,2018-01-08 15:10:42,,"http://api.jobadx.com/aclk?ai=7078da49-31af-4497-9970-cf1c15d45f5e&utoken=238b93d0-7213-4241-869d-c8dec48f0824&vistoken=70de1e91-1808-446e-b5b7-215b767718ec",OH,,,,,,
216.74.232.33,2018-01-08 15:15:40,,"http://api.jobadx.com/aclk?ai=264fd432-a19b-409a-bf11-4cda2e797665&utoken=r15K19rff&vistoken=47809374-511e-4eab-b9b3-c6cdb1d8e659",OK,,,,,,
24.20.25.70,2018-01-08 15:19:42,,"http://api.jobadx.com/aclk?ai=2a828e4c-b933-40a4-a9a7-44fd41f290df&utoken=6e7fe061-b762-46ac-b8d2-eeebc2685689&vistoken=3b0702ed-a4ae-4207-a009-5482000a3ba7",OR,,,,,,
99.158.250.103,2018-01-08 15:21:43,,"http://api.jobadx.com/aclk?ai=bb53b328-47dc-4d68-a42b-b7b9c8016658&utoken=H1lSWnHGz&vistoken=eb38a23f-3812-4e8b-a31b-be0b5dfb4637",TX,,,,,2018-01-08 15:22:14,
174.222.12.38,2018-01-08 15:25:05,2018-01-08 15:35:00,"http://api.jobadx.com/aclk?ai=2c404ce1-a896-4e42-96ee-0a031ed376fe&utoken=6a77851c-99f2-44e1-a079-ab4b32b834e1&vistoken=6246fdde-dafb-4d5e-9b97-b0d37e17f21b",,,,,,2018-01-08 15:26:31,
108.131.27.179,2018-01-08 15:26:37,,"http://api.jobadx.com/aclk?ai=71cd76d2-6a4a-43fd-ad7e-07015642dbca&utoken=d969d4ea-0dd5-417c-b5bd-70c16e089b19&vistoken=9fef4163-650d-415a-b18f-185da6045ee0",MS,,,,,,
71.232.28.137,2018-01-08 15:32:15,,"http://api.jobadx.com/aclk?ai=749dc8fb-4861-4ad3-97ea-a0884c871d0c&utoken=be858f20-1b4b-4dee-840a-c01b34c387a5&vistoken=fc5fa007-40f6-4d15-aaf1-b67794f30362",MA,,,,,2018-01-08 15:33:52,
104.174.181.102,2018-01-08 15:34:00,,"http://api.jobadx.com/aclk?ai=a711f8bb-ed24-4cd5-b583-551aa255f3b3&utoken=4b24a86e-18e4-4201-9d62-2d11537e52ac&vistoken=79c10741-89da-4c08-8c4e-b79e8b95b018",CA,,,,,,
71.232.28.137,2018-01-08 15:34:16,,"http://www.jobs2careers.com/results.php?q=Receptionist%20/Cashier/Office%20Assistant&l=Lawrence,%20MA",MA,,,,,,
71.232.28.137,2018-01-08 15:36:25,,"http://www.jobs2careers.com/results.php?q=Receptionist+Cashier+Office+Assistant&l=Boston%2CMA",MA,,,,,,
96.2.105.89,2018-01-08 15:36:48,,"http://api.jobadx.com/aclk?ai=021ad26d-cdee-4862-9221-0e2362f9e77b&utoken=d762ee55-4134-4883-b4cf-949c1bfe5fcf&vistoken=dbddd7f2-81c9-4edd-91d5-3633d883d18b",MN,,,,,,
99.203.0.62,2018-01-08 15:36:50,,"http://api.jobadx.com/aclk?ai=e4734c10-c3f0-44d7-88be-f1fc9dd20378&utoken=596b9672-e76d-45a4-a644-7dbb02fbba4a&vistoken=67042149-62b8-40d0-9b44-f6f850c451a9",OH,,,,,,
108.240.81.17,2018-01-08 15:37:10,,"http://api.jobadx.com/aclk?ai=705c38b7-9fc9-4ef7-9cfe-cfd58b633680&utoken=10847721-7d40-4403-95cd-aeb1240b14c0&vistoken=43e2e1ea-59b8-4097-baca-8f5727bb7c73",NJ,,,,,2018-01-08 15:39:02,
73.99.92.154,2018-01-08 15:40:31,,"http://api.jobadx.com/aclk?ai=39907778-aa5c-48ac-a7b9-a40c0731cb31&utoken=a116efaf-25e6-4c89-9434-1c6f82edc891&vistoken=6dde0964-ee06-4a74-aea2-7407637db996",VA,,,,,,
73.0.24.38,2018-01-08 15:41:30,,"http://api.jobadx.com/aclk?ai=5da2fa38-4c03-444e-a650-ae31935095e8&utoken=2930cb0e-bb79-40cd-b519-558992d823e7&vistoken=54fa8d7a-54be-4ac2-932d-5c1ec069dba4",FL,,,,,,
67.86.8.220,2018-01-08 15:49:58,,"http://api.jobadx.com/aclk?ai=ba70fcf4-ee67-411b-b9b7-6fc2d8f26003&utoken=HyZsZoBfz&vistoken=f2049e96-341e-4e30-b9ed-2b4b8193ac2b",NY,,,,,,
73.45.68.228,2018-01-08 15:51:05,,"http://api.jobadx.com/aclk?ai=dcb79388-2dde-4200-90f9-dc65205d4a80&utoken=c0a48302-f266-48ea-806a-697a40aeaeb8&vistoken=0a8d07b5-eeb0-4bfe-bee8-a6e03486b8c3",IN,,,,,,
107.77.161.11,2018-01-08 15:51:20,,"http://api.jobadx.com/aclk?ai=3faf65c4-b100-462e-acbb-02b59b62bfdb&utoken=f1df2202-6600-4d76-afb3-532b4bc4602e&vistoken=5ce626db-f91e-4165-b8ad-f5d5a656a1d6",NY,,,,,,
67.167.172.252,2018-01-08 15:55:52,,"http://api.jobadx.com/aclk?ai=d0faf9ca-b5f1-4b93-b949-ceadd8ea1405&utoken=4839e3e0-6a95-4a88-bd4a-4c8d6c1326e0&vistoken=31cf8afa-fb57-4b44-9097-bea4e971bbf1",MI,,,,,,
107.133.203.14,2018-01-08 16:02:15,,"http://api.jobadx.com/aclk?ai=59961439-478f-4fef-877b-653852d59151&utoken=2d2ff4ff-0fb1-4dd4-9854-83bf41752d10&vistoken=4e980ca3-d63e-4662-86fb-195a7a61944e",IN,,,,,,
174.219.154.208,2018-01-08 16:02:45,,"http://api.jobadx.com/aclk?ai=f4dad625-b946-4928-97d7-f3b61372c728&utoken=8fc052d0-8de8-4ff7-afba-6170d43e2cd6&vistoken=3e1b281f-e3ff-4334-8c4f-7c9a01013db7",,,,,,,
174.235.128.37,2018-01-08 16:05:48,,"http://api.jobadx.com/aclk?ai=fa03fb5b-6528-482d-a436-c4ca3d42a91e&utoken=1c21f129-ca14-4de0-89d5-864be3ae6f53&vistoken=6987b538-609b-4c21-8620-53906d9ef98d",,,,,,,
47.157.56.66,2018-01-08 16:11:01,,"http://api.jobadx.com/aclk?ai=ef920b24-ecc9-48cd-adcc-8ca745e7de2d&utoken=792c12d2-8b68-4365-ab28-d6f91ca5ec0d&vistoken=d74aec2d-aad8-403f-a16d-e4f8b9efe57e",CA,,,,,,
66.87.123.148,2018-01-08 16:14:07,,"http://api.jobadx.com/aclk?ai=36ef6cbe-cd4e-406f-a1b8-e9d0a8a4309f&utoken=ed7181ba-df86-4d7e-957d-03e699ee1e7d&vistoken=dcdb25b4-0920-4e5c-807e-f2d7f4a57752",FL,,,,,,
97.113.84.21,2018-01-08 16:19:02,,"http://api.jobadx.com/aclk?ai=aa1411a9-2576-447e-bec0-97f38e719a18&utoken=6de97211-b710-49d1-838c-6f93ef3ce54a&vistoken=581cbdac-d449-4cbc-89da-22e45bb3df9b",WA,,,,,,
98.115.5.82,2018-01-08 16:20:19,,"http://api.jobadx.com/aclk?ai=0a0efd39-6169-459b-8435-8031acf9e128&utoken=d20ab4ff-1fa5-4352-940a-3405ab296fcc&vistoken=9c3d0041-9fb6-48e8-9969-15a3e6d04863",PA,,,,,2018-01-08 16:24:10,
159.251.12.213,2018-01-08 16:21:30,,"http://api.jobadx.com/aclk?ai=1eff417a-62cc-41cd-b393-95debe00fc00&utoken=7c27533c-3178-4a79-ac99-743967f0fbca&vistoken=3de97bdf-1c14-488e-8775-c58b4b3dc3ae",MO,,,,,,
73.244.100.252,2018-01-08 16:23:21,,"http://api.jobadx.com/aclk?ai=3091f21c-d86f-4696-844f-617597e299ba&utoken=de43c7c4-2641-4e56-90fa-694d6ba316ab&vistoken=440bf959-ed00-4a66-8e6f-04eea45853e3",FL,,,,,,
